"CUST_ID","CUST_GENDER","CUST_YEAR_OF_BIRTH","CUST_MARITAL_STATUS","CUST_INCOME_LEVEL","CUST_CREDIT_LIMIT"
"1747","M","1950","married","&quot;D: 70,000 - 89,999&quot;","1500"
"20443","M","1940","married","&quot;E: 90,000 - 109,999&quot;","1500"
"23999","M","1976","","&quot;E: 90,000 - 109,999&quot;","7000"
"27554","M","1947","","&quot;E: 90,000 - 109,999&quot;","9000"
"31110","M","1947","married","&quot;E: 90,000 - 109,999&quot;","1500"
"34666","M","1944","","&quot;E: 90,000 - 109,999&quot;","7000"
"36443","M","1939","married","&quot;E: 90,000 - 109,999&quot;","1500"
"39999","M","1960","","&quot;E: 90,000 - 109,999&quot;","7000"
"43554","M","1979","","&quot;E: 90,000 - 109,999&quot;","9000"
"28746","M","1952","married","&quot;E: 90,000 - 109,999&quot;","1500"
"47332","M","1958","","&quot;E: 90,000 - 109,999&quot;","7000"
"50887","M","1937","","&quot;E: 90,000 - 109,999&quot;","9000"
"4444","M","1977","married","&quot;E: 90,000 - 109,999&quot;","1500"
"7999","M","1978","","&quot;E: 90,000 - 109,999&quot;","7000"
"11554","M","1939","","&quot;E: 90,000 - 109,999&quot;","9000"
"15110","M","1954","married","&quot;E: 90,000 - 109,999&quot;","1500"
"18665","M","1933","","&quot;E: 90,000 - 109,999&quot;","7000"
"22890","M","1957","","&quot;E: 90,000 - 109,999&quot;","9000"
"22221","M","1944","","&quot;E: 90,000 - 109,999&quot;","9000"
"25777","M","1946","married","&quot;E: 90,000 - 109,999&quot;","1500"
"29332","M","1935","","&quot;E: 90,000 - 109,999&quot;","7000"
"32887","M","1940","","&quot;E: 90,000 - 109,999&quot;","9000"
"39110","M","1980","married","&quot;E: 90,000 - 109,999&quot;","1500"
"42665","M","1955","","&quot;E: 90,000 - 109,999&quot;","7000"
"19857","M","1941","","&quot;E: 90,000 - 109,999&quot;","9000"
"46443","M","1949","married","&quot;E: 90,000 - 109,999&quot;","1500"
"49999","M","1968","","&quot;E: 90,000 - 109,999&quot;","7000"
"3555","M","1959","","&quot;E: 90,000 - 109,999&quot;","9000"
"7110","M","1970","married","&quot;E: 90,000 - 109,999&quot;","1500"
"10665","M","1964","","&quot;E: 90,000 - 109,999&quot;","7000"
"14221","M","1981","","&quot;E: 90,000 - 109,999&quot;","9000"
"17777","M","1950","married","&quot;E: 90,000 - 109,999&quot;","1500"
"21332","M","1953","","&quot;E: 90,000 - 109,999&quot;","7000"
"24888","M","1944","","&quot;E: 90,000 - 109,999&quot;","9000"
"28443","M","1943","married","&quot;E: 90,000 - 109,999&quot;","1500"
"31998","M","1946","","&quot;E: 90,000 - 109,999&quot;","7000"
"35555","M","1942","","&quot;E: 90,000 - 109,999&quot;","9000"
"37332","M","1972","","&quot;E: 90,000 - 109,999&quot;","7000"
"40887","M","1965","","&quot;E: 90,000 - 109,999&quot;","9000"
"44443","M","1945","married","&quot;E: 90,000 - 109,999&quot;","1500"
"23077","M","1941","single","&quot;F: 110,000 - 129,999&quot;","3000"
"26634","M","1978","married","&quot;F: 110,000 - 129,999&quot;","5000"
"30189","M","1979","","&quot;F: 110,000 - 129,999&quot;","10000"
"33744","M","1942","single","&quot;F: 110,000 - 129,999&quot;","3000"
"39078","M","1948","single","&quot;F: 110,000 - 129,999&quot;","3000"
"42633","M","1943","married","&quot;F: 110,000 - 129,999&quot;","5000"
"23981","F","1977","married","&quot;L: 300,000 and above&quot;","7000"
"27536","F","1971","single","&quot;L: 300,000 and above&quot;","15000"
"31092","F","1988","","&quot;L: 300,000 and above&quot;","11000"
"34648","F","1957","married","&quot;L: 300,000 and above&quot;","7000"
"37314","F","1961","married","&quot;L: 300,000 and above&quot;","7000"
"40869","F","1983","single","&quot;L: 300,000 and above&quot;","15000"
"44425","F","1954","single","&quot;L: 300,000 and above&quot;","11000"
"1892","F","1976","married","&quot;L: 300,000 and above&quot;","11000"
"37447","F","1958","married","&quot;L: 300,000 and above&quot;","7000"
"48203","F","1979","single","&quot;L: 300,000 and above&quot;","15000"
"1759","F","1972","married","&quot;L: 300,000 and above&quot;","11000"
"5314","F","1966","married","&quot;L: 300,000 and above&quot;","7000"
"8870","F","1963","single","&quot;L: 300,000 and above&quot;","15000"
"12426","F","1990","","&quot;L: 300,000 and above&quot;","11000"
"15981","F","1981","married","&quot;L: 300,000 and above&quot;","7000"
"19536","F","1969","single","&quot;L: 300,000 and above&quot;","15000"
"23091","F","1962","married","&quot;L: 300,000 and above&quot;","11000"
"37325","M","1983","single","&quot;I: 170,000 - 189,999&quot;","3000"
"40880","M","1952","single","&quot;I: 170,000 - 189,999&quot;","5000"
"44436","M","1970","single","&quot;I: 170,000 - 189,999&quot;","10000"
"2003","M","1962","single","&quot;I: 170,000 - 189,999&quot;","10000"
"37558","M","1953","single","&quot;I: 170,000 - 189,999&quot;","3000"
"48214","M","1981","single","&quot;I: 170,000 - 189,999&quot;","5000"
"1770","M","1982","single","&quot;I: 170,000 - 189,999&quot;","10000"
"5325","M","1951","single","&quot;I: 170,000 - 189,999&quot;","3000"
"8881","M","1958","single","&quot;I: 170,000 - 189,999&quot;","5000"
"12437","M","1949","single","&quot;I: 170,000 - 189,999&quot;","15000"
"15992","M","1948","single","&quot;I: 170,000 - 189,999&quot;","5000"
"19547","M","1950","single","&quot;I: 170,000 - 189,999&quot;","5000"
"23102","M","1951","single","&quot;I: 170,000 - 189,999&quot;","10000"
"26659","M","1956","single","&quot;I: 170,000 - 189,999&quot;","3000"
"30214","M","1955","single","&quot;I: 170,000 - 189,999&quot;","5000"
"33769","M","1964","single","&quot;I: 170,000 - 189,999&quot;","10000"
"38214","M","1957","single","&quot;I: 170,000 - 189,999&quot;","5000"
"41769","M","1960","single","&quot;I: 170,000 - 189,999&quot;","10000"
"45324","M","1987","single","&quot;I: 170,000 - 189,999&quot;","3000"
"10891","M","1986","single","&quot;I: 170,000 - 189,999&quot;","3000"
"45548","M","1950","single","&quot;I: 170,000 - 189,999&quot;","5000"
"49103","M","1953","single","&quot;I: 170,000 - 189,999&quot;","10000"
"2659","M","1977","single","&quot;I: 170,000 - 189,999&quot;","3000"
"6214","M","1975","single","&quot;I: 170,000 - 189,999&quot;","5000"
"9769","M","1949","single","&quot;I: 170,000 - 189,999&quot;","15000"
"13326","M","1949","single","&quot;I: 170,000 - 189,999&quot;","5000"
"5317","M","1951","married","&quot;F: 110,000 - 129,999&quot;","1500"
"8873","M","1954","","&quot;F: 110,000 - 129,999&quot;","7000"
"12429","M","1947","single","&quot;F: 110,000 - 129,999&quot;","9000"
"15984","M","1945","married","&quot;F: 110,000 - 129,999&quot;","1500"
"19539","M","1949","","&quot;F: 110,000 - 129,999&quot;","7000"
"23094","M","1945","single","&quot;F: 110,000 - 129,999&quot;","9000"
"26651","M","1981","married","&quot;F: 110,000 - 129,999&quot;","1500"
"30206","M","1956","","&quot;F: 110,000 - 129,999&quot;","7000"
"33761","M","1958","single","&quot;F: 110,000 - 129,999&quot;","9000"
"36428","M","1944","single","&quot;F: 110,000 - 129,999&quot;","9000"
"39984","M","1950","married","&quot;F: 110,000 - 129,999&quot;","1500"
"43539","M","1969","","&quot;F: 110,000 - 129,999&quot;","7000"
"28591","M","1938","single","&quot;F: 110,000 - 129,999&quot;","9000"
"47317","M","1976","married","&quot;F: 110,000 - 129,999&quot;","1500"
"50872","M","1946","","&quot;F: 110,000 - 129,999&quot;","7000"
"4429","M","1948","single","&quot;F: 110,000 - 129,999&quot;","9000"
"7984","M","1943","married","&quot;F: 110,000 - 129,999&quot;","1500"
"11539","M","1977","","&quot;F: 110,000 - 129,999&quot;","7000"
"15095","M","1948","single","&quot;F: 110,000 - 129,999&quot;","9000"
"18650","M","1949","married","&quot;F: 110,000 - 129,999&quot;","1500"
"21335","M","1963","","&quot;F: 110,000 - 129,999&quot;","7000"
"22206","M","1946","","&quot;F: 110,000 - 129,999&quot;","7000"
"25762","M","1962","single","&quot;F: 110,000 - 129,999&quot;","9000"
"29317","M","1968","married","&quot;F: 110,000 - 129,999&quot;","1500"
"32872","M","1942","","&quot;F: 110,000 - 129,999&quot;","7000"
"39096","F","1954","","&quot;D: 70,000 - 89,999&quot;","10000"
"25772","M","1981","","&quot;E: 90,000 - 109,999&quot;","3000"
"29327","M","1950","married","&quot;E: 90,000 - 109,999&quot;","5000"
"32882","M","1953","","&quot;E: 90,000 - 109,999&quot;","10000"
"36439","F","1937","","&quot;E: 90,000 - 109,999&quot;","7000"
"39995","F","1945","","&quot;E: 90,000 - 109,999&quot;","9000"
"43550","F","1963","married","&quot;E: 90,000 - 109,999&quot;","1500"
"28702","F","1935","","&quot;E: 90,000 - 109,999&quot;","7000"
"47328","F","1940","","&quot;E: 90,000 - 109,999&quot;","9000"
"50883","F","1939","married","&quot;E: 90,000 - 109,999&quot;","1500"
"4440","F","1960","","&quot;E: 90,000 - 109,999&quot;","7000"
"7995","F","1979","","&quot;E: 90,000 - 109,999&quot;","9000"
"11550","F","1936","married","&quot;E: 90,000 - 109,999&quot;","1500"
"15106","F","1966","","&quot;E: 90,000 - 109,999&quot;","7000"
"18661","F","1982","","&quot;E: 90,000 - 109,999&quot;","9000"
"22446","F","1946","married","&quot;E: 90,000 - 109,999&quot;","1500"
"22217","F","1938","married","&quot;E: 90,000 - 109,999&quot;","1500"
"25773","F","1945","","&quot;E: 90,000 - 109,999&quot;","7000"
"29328","F","1973","","&quot;E: 90,000 - 109,999&quot;","9000"
"37302","M","1971","","&quot;D: 70,000 - 89,999&quot;","7000"
"48188","M","1964","single","&quot;D: 70,000 - 89,999&quot;","9000"
"16865","F","1939","single","&quot;D: 70,000 - 89,999&quot;","3000"
"20420","F","1979","married","&quot;D: 70,000 - 89,999&quot;","5000"
"23976","F","1954","","&quot;D: 70,000 - 89,999&quot;","10000"
"27531","F","1956","single","&quot;D: 70,000 - 89,999&quot;","3000"
"31087","F","1951","married","&quot;D: 70,000 - 89,999&quot;","5000"
"34643","F","1957","","&quot;D: 70,000 - 89,999&quot;","10000"
"39087","F","1935","married","&quot;D: 70,000 - 89,999&quot;","5000"
"42642","F","1943","","&quot;D: 70,000 - 89,999&quot;","10000"
"19624","F","1936","single","&quot;D: 70,000 - 89,999&quot;","3000"
"46420","F","1953","married","&quot;D: 70,000 - 89,999&quot;","5000"
"49976","F","1929","","&quot;D: 70,000 - 89,999&quot;","15000"
"3532","F","1943","single","&quot;D: 70,000 - 89,999&quot;","3000"
"7087","F","1945","married","&quot;D: 70,000 - 89,999&quot;","5000"
"10642","F","1931","","&quot;D: 70,000 - 89,999&quot;","10000"
"14198","F","1936","single","&quot;D: 70,000 - 89,999&quot;","3000"
"17754","F","1935","married","&quot;D: 70,000 - 89,999&quot;","5000"
"21309","F","1959","","&quot;D: 70,000 - 89,999&quot;","10000"
"24865","F","1978","single","&quot;D: 70,000 - 89,999&quot;","3000"
"28420","F","1932","married","&quot;D: 70,000 - 89,999&quot;","5000"
"31975","F","1965","","&quot;D: 70,000 - 89,999&quot;","10000"
"35532","F","1981","single","&quot;D: 70,000 - 89,999&quot;","3000"
"37310","M","1940","married","&quot;F: 110,000 - 129,999&quot;","1500"
"40865","M","1967","","&quot;F: 110,000 - 129,999&quot;","7000"
"44421","M","1983","single","&quot;F: 110,000 - 129,999&quot;","9000"
"1858","M","1941","single","&quot;F: 110,000 - 129,999&quot;","9000"
"37413","M","1978","married","&quot;F: 110,000 - 129,999&quot;","1500"
"48199","M","1979","","&quot;F: 110,000 - 129,999&quot;","7000"
"1755","M","1942","single","&quot;F: 110,000 - 129,999&quot;","9000"
"5310","M","1955","married","&quot;F: 110,000 - 129,999&quot;","1500"
"8866","M","1937","","&quot;F: 110,000 - 129,999&quot;","7000"
"12422","M","1945","single","&quot;F: 110,000 - 129,999&quot;","9000"
"15977","M","1947","married","&quot;F: 110,000 - 129,999&quot;","1500"
"19532","M","1939","","&quot;F: 110,000 - 129,999&quot;","7000"
"23087","M","1944","single","&quot;F: 110,000 - 129,999&quot;","9000"
"26644","M","1943","married","&quot;F: 110,000 - 129,999&quot;","1500"
"30199","M","1961","","&quot;F: 110,000 - 129,999&quot;","7000"
"33754","M","1980","single","&quot;F: 110,000 - 129,999&quot;","9000"
"36421","M","1958","single","&quot;F: 110,000 - 129,999&quot;","9000"
"21320","M","1969","married","&quot;D: 70,000 - 89,999&quot;","5000"
"24876","M","1963","","&quot;D: 70,000 - 89,999&quot;","10000"
"28431","M","1980","single","&quot;D: 70,000 - 89,999&quot;","3000"
"31986","M","1949","married","&quot;D: 70,000 - 89,999&quot;","5000"
"19535","M","1949","","&quot;F: 110,000 - 129,999&quot;","10000"
"46411","M","1970","single","&quot;F: 110,000 - 129,999&quot;","3000"
"49967","M","1952","married","&quot;F: 110,000 - 129,999&quot;","5000"
"3523","M","1973","","&quot;F: 110,000 - 129,999&quot;","10000"
"7078","M","1966","single","&quot;F: 110,000 - 129,999&quot;","3000"
"10633","M","1948","married","&quot;F: 110,000 - 129,999&quot;","5000"
"14189","M","1957","","&quot;F: 110,000 - 129,999&quot;","10000"
"17745","M","1984","single","&quot;F: 110,000 - 129,999&quot;","3000"
"21300","M","1975","married","&quot;F: 110,000 - 129,999&quot;","5000"
"24856","M","1963","","&quot;F: 110,000 - 129,999&quot;","10000"
"28411","M","1938","single","&quot;F: 110,000 - 129,999&quot;","3000"
"31966","M","1976","married","&quot;F: 110,000 - 129,999&quot;","5000"
"35523","M","1946","","&quot;F: 110,000 - 129,999&quot;","10000"
"38189","M","1940","","&quot;F: 110,000 - 129,999&quot;","10000"
"41744","M","1946","single","&quot;F: 110,000 - 129,999&quot;","3000"
"45299","M","1964","married","&quot;F: 110,000 - 129,999&quot;","5000"
"10646","M","1947","married","&quot;F: 110,000 - 129,999&quot;","5000"
"45523","M","1939","","&quot;F: 110,000 - 129,999&quot;","10000"
"49078","M","1944","single","&quot;F: 110,000 - 129,999&quot;","3000"
"2634","M","1943","married","&quot;F: 110,000 - 129,999&quot;","5000"
"6189","M","1961","","&quot;F: 110,000 - 129,999&quot;","10000"
"9744","M","1980","single","&quot;F: 110,000 - 129,999&quot;","3000"
"13301","M","1940","married","&quot;F: 110,000 - 129,999&quot;","5000"
"16856","M","1967","","&quot;F: 110,000 - 129,999&quot;","10000"
"20411","M","1983","single","&quot;F: 110,000 - 129,999&quot;","3000"
"23967","M","1941","married","&quot;F: 110,000 - 129,999&quot;","5000"
"27522","M","1947","","&quot;F: 110,000 - 129,999&quot;","10000"
"31078","M","1974","single","&quot;F: 110,000 - 129,999&quot;","3000"
"34634","M","1972","married","&quot;F: 110,000 - 129,999&quot;","5000"
"36411","M","1982","single","&quot;F: 110,000 - 129,999&quot;","3000"
"10643","M","1943","married","&quot;F: 110,000 - 129,999&quot;","1500"
"14199","M","1977","","&quot;F: 110,000 - 129,999&quot;","7000"
"17755","M","1948","single","&quot;F: 110,000 - 129,999&quot;","9000"
"21310","M","1949","married","&quot;F: 110,000 - 129,999&quot;","1500"
"24866","M","1946","","&quot;F: 110,000 - 129,999&quot;","7000"
"28421","M","1962","single","&quot;F: 110,000 - 129,999&quot;","9000"
"31976","M","1968","married","&quot;F: 110,000 - 129,999&quot;","1500"
"35533","M","1942","","&quot;F: 110,000 - 129,999&quot;","7000"
"39089","M","1961","","&quot;F: 110,000 - 129,999&quot;","10000"
"42644","M","1980","single","&quot;F: 110,000 - 129,999&quot;","3000"
"19646","M","1953","married","&quot;F: 110,000 - 129,999&quot;","5000"
"46422","M","1959","","&quot;F: 110,000 - 129,999&quot;","10000"
"16881","M","1967","single","&quot;I: 170,000 - 189,999&quot;","5000"
"20436","M","1952","single","&quot;I: 170,000 - 189,999&quot;","10000"
"23992","M","1973","single","&quot;I: 170,000 - 189,999&quot;","3000"
"27547","M","1955","single","&quot;I: 170,000 - 189,999&quot;","5000"
"31103","M","1976","single","&quot;I: 170,000 - 189,999&quot;","10000"
"34659","M","1969","single","&quot;I: 170,000 - 189,999&quot;","3000"
"39103","M","1954","single","&quot;I: 170,000 - 189,999&quot;","10000"
"42658","M","1953","single","&quot;I: 170,000 - 189,999&quot;","3000"
"19780","M","1978","single","&quot;I: 170,000 - 189,999&quot;","5000"
"46436","M","1966","single","&quot;I: 170,000 - 189,999&quot;","10000"
"7071","M","1952","single","&quot;I: 170,000 - 189,999&quot;","1500"
"10626","M","1970","single","&quot;I: 170,000 - 189,999&quot;","7000"
"14182","M","1986","single","&quot;I: 170,000 - 189,999&quot;","9000"
"17738","M","1950","single","&quot;I: 170,000 - 189,999&quot;","1500"
"21293","M","1953","single","&quot;I: 170,000 - 189,999&quot;","7000"
"24849","M","1977","single","&quot;I: 170,000 - 189,999&quot;","9000"
"28404","M","1975","single","&quot;I: 170,000 - 189,999&quot;","1500"
"31959","M","1949","single","&quot;I: 170,000 - 189,999&quot;","9000"
"35516","M","1949","single","&quot;I: 170,000 - 189,999&quot;","11000"
"37293","M","1957","single","&quot;I: 170,000 - 189,999&quot;","7000"
"40848","M","1956","single","&quot;I: 170,000 - 189,999&quot;","9000"
"44404","M","1951","single","&quot;I: 170,000 - 189,999&quot;","1500"
"1681","M","1955","single","&quot;I: 170,000 - 189,999&quot;","1500"
"37236","M","1952","single","&quot;I: 170,000 - 189,999&quot;","7000"
"48182","M","1965","single","&quot;I: 170,000 - 189,999&quot;","9000"
"1738","M","1971","single","&quot;I: 170,000 - 189,999&quot;","1500"
"5293","M","1954","single","&quot;I: 170,000 - 189,999&quot;","7000"
"8849","M","1953","single","&quot;I: 170,000 - 189,999&quot;","9000"
"12405","M","1953","single","&quot;I: 170,000 - 189,999&quot;","1500"
"15960","M","1972","single","&quot;I: 170,000 - 189,999&quot;","7000"
"19515","M","1963","single","&quot;I: 170,000 - 189,999&quot;","9000"
"23070","M","1974","single","&quot;I: 170,000 - 189,999&quot;","1500"
"26627","M","1968","single","&quot;I: 170,000 - 189,999&quot;","7000"
"30182","M","1985","single","&quot;I: 170,000 - 189,999&quot;","9000"
"33737","M","1954","single","&quot;I: 170,000 - 189,999&quot;","1500"
"37294","M","1972","married","&quot;F: 110,000 - 129,999&quot;","5000"
"40849","M","1940","","&quot;F: 110,000 - 129,999&quot;","10000"
"44405","M","1946","single","&quot;F: 110,000 - 129,999&quot;","3000"
"1692","M","1945","single","&quot;F: 110,000 - 129,999&quot;","3000"
"37247","M","1947","married","&quot;F: 110,000 - 129,999&quot;","5000"
"48183","M","1939","","&quot;F: 110,000 - 129,999&quot;","10000"
"32883","F","1971","married","&quot;E: 90,000 - 109,999&quot;","1500"
"37328","F","1946","","&quot;E: 90,000 - 109,999&quot;","9000"
"40883","F","1940","married","&quot;E: 90,000 - 109,999&quot;","1500"
"44439","F","1976","","&quot;E: 90,000 - 109,999&quot;","7000"
"2036","F","1948","","&quot;E: 90,000 - 109,999&quot;","7000"
"37591","F","1969","","&quot;E: 90,000 - 109,999&quot;","9000"
"48217","F","1951","married","&quot;E: 90,000 - 109,999&quot;","1500"
"1773","F","1972","","&quot;E: 90,000 - 109,999&quot;","7000"
"5328","F","1965","","&quot;E: 90,000 - 109,999&quot;","9000"
"8884","F","1945","married","&quot;E: 90,000 - 109,999&quot;","1500"
"12440","F","1956","","&quot;E: 90,000 - 109,999&quot;","7000"
"15995","F","1983","","&quot;E: 90,000 - 109,999&quot;","9000"
"19550","F","1974","married","&quot;E: 90,000 - 109,999&quot;","1500"
"23105","F","1962","","&quot;E: 90,000 - 109,999&quot;","7000"
"26662","F","1934","","&quot;E: 90,000 - 109,999&quot;","9000"
"30217","F","1975","married","&quot;E: 90,000 - 109,999&quot;","1500"
"33772","F","1943","","&quot;E: 90,000 - 109,999&quot;","7000"
"38217","F","1950","married","&quot;E: 90,000 - 109,999&quot;","1500"
"41772","F","1953","","&quot;E: 90,000 - 109,999&quot;","7000"
"45327","F","1944","","&quot;E: 90,000 - 109,999&quot;","9000"
"49963","M","1943","","&quot;E: 90,000 - 109,999&quot;","10000"
"3519","M","1946","","&quot;E: 90,000 - 109,999&quot;","3000"
"7074","M","1940","married","&quot;E: 90,000 - 109,999&quot;","5000"
"10629","M","1976","","&quot;E: 90,000 - 109,999&quot;","10000"
"14185","M","1947","","&quot;E: 90,000 - 109,999&quot;","3000"
"17741","M","1947","married","&quot;E: 90,000 - 109,999&quot;","5000"
"21296","M","1944","","&quot;E: 90,000 - 109,999&quot;","10000"
"24852","M","1961","","&quot;E: 90,000 - 109,999&quot;","3000"
"28407","M","1967","married","&quot;E: 90,000 - 109,999&quot;","5000"
"31962","M","1938","","&quot;E: 90,000 - 109,999&quot;","10000"
"35519","M","1941","","&quot;E: 90,000 - 109,999&quot;","3000"
"36407","M","1952","married","&quot;E: 90,000 - 109,999&quot;","5000"
"39963","M","1958","","&quot;E: 90,000 - 109,999&quot;","10000"
"43518","M","1937","","&quot;E: 90,000 - 109,999&quot;","3000"
"28380","M","1970","married","&quot;E: 90,000 - 109,999&quot;","5000"
"47296","M","1964","","&quot;E: 90,000 - 109,999&quot;","10000"
"50851","M","1981","","&quot;E: 90,000 - 109,999&quot;","3000"
"4408","M","1950","married","&quot;E: 90,000 - 109,999&quot;","5000"
"7963","M","1953","","&quot;E: 90,000 - 109,999&quot;","10000"
"11518","M","1944","","&quot;E: 90,000 - 109,999&quot;","3000"
"15074","M","1943","married","&quot;E: 90,000 - 109,999&quot;","5000"
"18629","M","1946","","&quot;E: 90,000 - 109,999&quot;","10000"
"19224","M","1959","","&quot;E: 90,000 - 109,999&quot;","3000"
"22185","M","1942","","&quot;E: 90,000 - 109,999&quot;","3000"
"25741","M","1980","married","&quot;E: 90,000 - 109,999&quot;","5000"
"29296","M","1955","","&quot;E: 90,000 - 109,999&quot;","10000"
"35543","M","1952","","&quot;D: 70,000 - 89,999&quot;","10000"
"37320","M","1962","married","&quot;D: 70,000 - 89,999&quot;","5000"
"40875","M","1947","","&quot;D: 70,000 - 89,999&quot;","10000"
"44431","M","1968","single","&quot;D: 70,000 - 89,999&quot;","3000"
"1958","M","1936","single","&quot;D: 70,000 - 89,999&quot;","3000"
"37513","M","1935","married","&quot;D: 70,000 - 89,999&quot;","5000"
"48209","M","1959","","&quot;D: 70,000 - 89,999&quot;","10000"
"1765","M","1978","single","&quot;D: 70,000 - 89,999&quot;","3000"
"5320","M","1932","married","&quot;D: 70,000 - 89,999&quot;","5000"
"8876","M","1965","","&quot;D: 70,000 - 89,999&quot;","10000"
"12432","M","1981","single","&quot;D: 70,000 - 89,999&quot;","3000"
"15987","M","1935","married","&quot;D: 70,000 - 89,999&quot;","5000"
"19542","M","1943","","&quot;D: 70,000 - 89,999&quot;","10000"
"23097","M","1972","single","&quot;D: 70,000 - 89,999&quot;","3000"
"26654","M","1970","married","&quot;D: 70,000 - 89,999&quot;","5000"
"30209","M","1934","","&quot;D: 70,000 - 89,999&quot;","10000"
"33764","M","1944","single","&quot;D: 70,000 - 89,999&quot;","3000"
"36431","M","1943","single","&quot;D: 70,000 - 89,999&quot;","3000"
"39987","M","1945","married","&quot;D: 70,000 - 89,999&quot;","5000"
"43542","M","1931","","&quot;D: 70,000 - 89,999&quot;","10000"
"28624","M","1939","single","&quot;D: 70,000 - 89,999&quot;","3000"
"47320","M","1979","married","&quot;D: 70,000 - 89,999&quot;","5000"
"50875","M","1954","","&quot;D: 70,000 - 89,999&quot;","10000"
"4432","M","1956","single","&quot;D: 70,000 - 89,999&quot;","3000"
"7987","M","1951","married","&quot;D: 70,000 - 89,999&quot;","5000"
"11542","M","1957","","&quot;D: 70,000 - 89,999&quot;","10000"
"15098","M","1933","single","&quot;D: 70,000 - 89,999&quot;","3000"
"18653","M","1976","married","&quot;D: 70,000 - 89,999&quot;","5000"
"21668","M","1943","","&quot;D: 70,000 - 89,999&quot;","10000"
"22209","M","1977","","&quot;D: 70,000 - 89,999&quot;","10000"
"25765","M","1936","single","&quot;D: 70,000 - 89,999&quot;","3000"
"29320","M","1953","married","&quot;D: 70,000 - 89,999&quot;","5000"
"32875","M","1929","","&quot;D: 70,000 - 89,999&quot;","15000"
"28441","M","1958","single","&quot;F: 110,000 - 129,999&quot;","9000"
"31996","M","1953","married","&quot;F: 110,000 - 129,999&quot;","1500"
"35553","M","1959","","&quot;F: 110,000 - 129,999&quot;","7000"
"37331","M","1959","single","&quot;G: 130,000 - 149,999&quot;","3000"
"40886","M","1954","married","&quot;G: 130,000 - 149,999&quot;","5000"
"44442","M","1960","","&quot;G: 130,000 - 149,999&quot;","10000"
"2069","M","1970","","&quot;G: 130,000 - 149,999&quot;","10000"
"37624","M","1961","single","&quot;G: 130,000 - 149,999&quot;","3000"
"48220","M","1972","married","&quot;G: 130,000 - 149,999&quot;","5000"
"1776","M","1966","","&quot;G: 130,000 - 149,999&quot;","10000"
"49978","M","1941","single","&quot;F: 110,000 - 129,999&quot;","3000"
"3534","M","1978","married","&quot;F: 110,000 - 129,999&quot;","5000"
"7089","M","1979","","&quot;F: 110,000 - 129,999&quot;","10000"
"10644","M","1942","single","&quot;F: 110,000 - 129,999&quot;","3000"
"14200","M","1955","married","&quot;F: 110,000 - 129,999&quot;","5000"
"17756","M","1937","","&quot;F: 110,000 - 129,999&quot;","10000"
"21311","M","1945","single","&quot;F: 110,000 - 129,999&quot;","3000"
"24867","M","1947","married","&quot;F: 110,000 - 129,999&quot;","5000"
"28422","M","1939","","&quot;F: 110,000 - 129,999&quot;","10000"
"31977","M","1944","single","&quot;F: 110,000 - 129,999&quot;","3000"
"35534","M","1943","married","&quot;F: 110,000 - 129,999&quot;","5000"
"36422","M","1973","","&quot;F: 110,000 - 129,999&quot;","10000"
"39978","M","1966","single","&quot;F: 110,000 - 129,999&quot;","3000"
"43533","M","1948","married","&quot;F: 110,000 - 129,999&quot;","5000"
"28535","M","1967","","&quot;F: 110,000 - 129,999&quot;","10000"
"47311","M","1983","single","&quot;F: 110,000 - 129,999&quot;","3000"
"50866","M","1941","married","&quot;F: 110,000 - 129,999&quot;","5000"
"4423","M","1947","","&quot;F: 110,000 - 129,999&quot;","10000"
"7978","M","1974","single","&quot;F: 110,000 - 129,999&quot;","3000"
"11533","M","1972","married","&quot;F: 110,000 - 129,999&quot;","5000"
"15089","M","1940","","&quot;F: 110,000 - 129,999&quot;","10000"
"18644","M","1946","single","&quot;F: 110,000 - 129,999&quot;","3000"
"20779","M","1940","married","&quot;F: 110,000 - 129,999&quot;","5000"
"22200","M","1964","married","&quot;F: 110,000 - 129,999&quot;","5000"
"25756","M","1949","","&quot;F: 110,000 - 129,999&quot;","10000"
"29311","M","1970","single","&quot;F: 110,000 - 129,999&quot;","3000"
"32866","M","1952","married","&quot;F: 110,000 - 129,999&quot;","5000"
"1766","M","1946","","&quot;F: 110,000 - 129,999&quot;","7000"
"5321","M","1962","single","&quot;F: 110,000 - 129,999&quot;","9000"
"8877","M","1968","married","&quot;F: 110,000 - 129,999&quot;","1500"
"12433","M","1942","","&quot;F: 110,000 - 129,999&quot;","7000"
"15988","M","1944","single","&quot;F: 110,000 - 129,999&quot;","9000"
"19543","M","1950","married","&quot;F: 110,000 - 129,999&quot;","1500"
"23098","M","1969","","&quot;F: 110,000 - 129,999&quot;","7000"
"26655","M","1960","single","&quot;F: 110,000 - 129,999&quot;","9000"
"30210","M","1971","married","&quot;F: 110,000 - 129,999&quot;","1500"
"33765","M","1965","","&quot;F: 110,000 - 129,999&quot;","7000"
"39099","M","1940","","&quot;F: 110,000 - 129,999&quot;","7000"
"42654","M","1946","single","&quot;F: 110,000 - 129,999&quot;","9000"
"19746","M","1947","married","&quot;F: 110,000 - 129,999&quot;","1500"
"46432","M","1939","","&quot;F: 110,000 - 129,999&quot;","7000"
"49988","M","1944","single","&quot;F: 110,000 - 129,999&quot;","9000"
"3544","M","1943","married","&quot;F: 110,000 - 129,999&quot;","1500"
